,LowLevel,MidLevel,HighLevel,freq_low,freq_mid,freq_high
1126,inference engines__,artificial intelligence_,technology,1,771,3706
1127,inference mechanisms__,artificial intelligence_,technology,3,771,3706
1128,informatics__,artificial intelligence_,technology,2,771,3706
1129,information analysis__,artificial intelligence_,technology,8,771,3706
1130,information classification__,artificial intelligence_,technology,16,771,3706
1131,information clutter__,artificial intelligence_,technology,5,771,3706
1132,information dissemination__,business planning and management_,business,3,172,806
1133,information filtering__,developers_,technology,2,541,3706
1134,information management__,business planning and management_,business,13,172,806
1135,information resources__,business planning and management_,business,2,172,806
1137,information retrieval systems__,developers_,technology,2,541,3706
1136,information retrieval__,data_,technology,7,654,3706
1138,information services__,business planning and management_,business,5,172,806
1139,information systems__,developers_,technology,19,541,3706
1140,information technology__,data_,technology,2,654,3706
1141,information theory__,data_,technology,5,654,3706
1142,information use__,business planning and management_,business,6,172,806
1143,infrared detectors__,sensors_,technology,4,235,3706
1144,infrared devices__,networks_,technology,2,509,3706
1145,infrared imaging__,input_,technology,10,1224,3706
1146,injuries__,medical_,industries,10,725,3116
1147,innovation management__,business performance metrics_,business,17,242,806
1148,input output programs__,developers_,technology,1,541,3706
1149,inspection__,"inspection, safety and quality_",use cases,28,246,1287
1150,installation__,integration_,business,1,10,806
1151,insulated gate bipolar transistors__,semiconductors_,technology,1,234,3706
1152,insurance data processing__,policy_,business,1,273,806
1153,integer programming__,developers_,technology,15,541,3706
1154,integrated circuit design__,semiconductors_,technology,2,234,3706
1155,integrated circuit reliability__,semiconductors_,technology,1,234,3706
1156,integrated optics__,optics_,displays,3,167,819
1157,integrated optoelectronics__,optics_,displays,2,167,819
1158,integration__,integration_,business,6,10,806
1159,integrodifferential equations__,data_,technology,2,654,3706
1160,intellectual property__,policy_,business,1,273,806
1161,intelligent agents__,artificial intelligence_,technology,9,771,3706
1162,intelligent buildings__,smart cities_,use cases,5,61,1287
1163,intelligent computing__,artificial intelligence_,technology,2,771,3706
1164,intelligent control__,manufacturing_,industries,3,564,3116
1165,intelligent manufacturing systems__,manufacturing_,industries,5,564,3116
1166,intelligent materials__,chemical_,industries,1,152,3116
1167,intelligent robots__,robotics_,technology,9,398,3706
1168,intelligent sensors__,sensors_,technology,3,235,3706
1169,intelligent systems__,artificial intelligence_,technology,9,771,3706
1170,intelligent transportation systems__,transportation_,industries,4,131,3116
1171,intelligent tutoring systems__,education_,industries,2,627,3116
1172,intelligent vehicle highway systems__,transportation_,industries,4,131,3116
1173,intensity measurement__,developers_,technology,1,541,3706
1174,interactive computer graphics__,graphics_,technology,162,950,3706
1175,interactive computer systems__,human-computer interaction_,end users and user experience,48,998,1397
1176,interactive devices__,input_,technology,50,1224,3706
1177,interactive systems__,input_,technology,83,1224,3706
1178,interactive television__,display technology_,displays,4,247,819
1179,interactive video__,video_,technology,3,142,3706
1180,interface states__,human-computer interaction_,end users and user experience,3,998,1397
1181,interference suppression__,engineering_,technology,4,229,3706
1182,internal combustion engines__,automotive_,industries,1,149,3116
1184,internet of things__,internet of things_,technology,144,163,3706
1185,internet protocols__,standards_,standards,3,52,52
1186,internet service providers__,networks_,technology,2,509,3706
1183,internet__,networks_,technology,100,509,3706
1187,internetworking__,networks_,technology,4,509,3706
1188,interoperability__,standards_,standards,4,52,52
1189,interplanetary flight__,aviation and aerospace_,industries,1,121,3116
1190,interpolation__,data_,technology,12,654,3706
1191,interstellar matter__,aviation and aerospace_,industries,1,121,3116
1192,intrusion detection__,security_,technology,1,97,3706
1193,inventory control__,human resources_,business,1,78,806
1194,inverse problems__,power and energy_,industries,1,134,3116
1195,investments__,business planning and management_,business,9,172,806
1196,iodine compounds__,chemical_,industries,1,152,3116
1197,ionic liquids__,chemical_,industries,1,152,3116
1198,ionosphere__,geospatial_,technology,1,179,3706
1199,ios__,developers_,technology,8,541,3706
1200,ip networks__,networks_,technology,4,509,3706
1201,iron and steel industry__,metals and mining_,industries,1,19,3116
1202,iso standards__,standards_,standards,4,52,52
1203,iterative methods__,artificial intelligence_,technology,34,771,3706
1204,java__,developers_,technology,7,541,3706
1205,jitter__,data_,technology,4,654,3706
1206,job analysis__,human resources_,business,5,78,806
1207,journalism__,policy_,business,1,273,806
1208,just-in-time__,manufacturing_,industries,2,564,3116
1209,kalman filters__,artificial intelligence_,technology,9,771,3706
1210,keyboards__,input_,technology,14,1224,3706
1211,kidney__,medical_,industries,2,725,3116
1212,kinematics__,human-computer interaction_,end users and user experience,9,998,1397
1213,kinetics__,sensors_,technology,1,235,3706
1214,knobs__,input_,technology,4,1224,3706
1215,knowledge acquisition__,human factors_,end users and user experience,5,441,1397
1216,knowledge based systems__,data_,technology,11,654,3706
1217,knowledge engineering__,business performance metrics_,business,2,242,806
1218,knowledge management__,human resources_,business,9,78,806
1219,knowledge representation__,artificial intelligence_,technology,2,771,3706
1220,labeled data__,data_,technology,1,654,3706
1221,labeling__,optics_,displays,3,167,819
1222,laboratories__,training_,use cases,16,633,1287
1223,labour resources__,human resources_,business,2,78,806
1224,lagrange multipliers__,data_,technology,1,654,3706
1225,lakes__,geospatial_,technology,1,179,3706
1226,land use__,policy_,business,2,273,806
1227,landforms__,geospatial_,technology,1,179,3706
1228,language translation__,input_,technology,3,1224,3706
1229,laparoscopy__,medical_,industries,2,725,3116
1230,laplace equations__,wearables_,displays,1,492,819
1231,laptop computers__,input_,technology,2,1224,3706
1232,large dataset__,data_,technology,8,654,3706
1233,laser ablation__,optics_,displays,1,167,819
1234,laser applications__,computer vision_,technology,2,1005,3706
1235,laser beams__,optics_,displays,3,167,819
1236,laser fusion__,engineering_,technology,1,229,3706
1237,laser ranging__,input_,technology,1,1224,3706
1238,laser surgery__,medical_,industries,1,725,3116
1239,lathes__,manufacturing_,industries,3,564,3116
1240,law administration__,policy_,business,1,273,806
1241,laws and legislation__,policy_,business,1,273,806
1242,lc circuits__,semiconductors_,technology,1,234,3706
1243,learning algorithms__,artificial intelligence_,technology,195,771,3706
1244,learning management systems__,education_,industries,4,627,3116
1245,learning systems__,education_,industries,53,627,3116
1246,least mean squares methods__,networks_,technology,2,509,3706
1247,least squares approximations__,data_,technology,2,654,3706
1248,led displays__,display technology_,displays,1,247,819
1249,led lamps__,internet of things_,technology,1,163,3706
1250,legged locomotion__,robotics_,technology,1,398,3706
1251,legislation__,policy_,business,2,273,806
1252,leisure industry__,cultural heritage_,industries,4,122,3116
1253,lenses__,display technology_,displays,23,247,819
1254,libraries__,education_,industries,2,627,3116
1255,library automation__,education_,industries,1,627,3116
1256,lie algebras__,data_,technology,1,654,3706
1257,lie groups__,data_,technology,2,654,3706
1258,life cycle__,medical_,industries,6,725,3116
1259,life testing__,"inspection, safety and quality_",use cases,1,246,1287
1261,light emitting diodes__,display technology_,displays,15,247,819
1262,light interference__,input_,technology,1,1224,3706
1263,light modulation__,input_,technology,4,1224,3706
1264,light modulators__,input_,technology,6,1224,3706
1265,light pens__,input_,technology,1,1224,3706
1266,light polarisation__,input_,technology,1,1224,3706
1267,light polarization__,input_,technology,1,1224,3706
1268,light propagation__,input_,technology,1,1224,3706
1269,light reflection__,input_,technology,2,1224,3706
1270,light sources__,input_,technology,19,1224,3706
1271,light transmission__,input_,technology,1,1224,3706
1260,light__,input_,technology,11,1224,3706
1272,lighthouses__,farming and natural science_,industries,1,107,3116
1274,lighting control__,engineering_,technology,1,229,3706
1273,lighting__,input_,technology,33,1224,3706
1275,limiters__,power and energy_,industries,1,134,3116
1276,linear networks__,networks_,technology,1,509,3706
1277,linear programming__,developers_,technology,6,541,3706
1278,linear transformations__,data_,technology,2,654,3706
1279,linguistics__,input_,technology,16,1224,3706
1280,linked data__,data_,technology,1,654,3706
1281,liquid crystal displays__,display technology_,displays,9,247,819
1282,liquid crystal on silicon__,semiconductors_,technology,4,234,3706
1283,liquid crystals__,chemical_,industries,7,152,3116
1284,liquid metals__,metals and mining_,industries,1,19,3116
1285,liquids__,chemical_,industries,2,152,3116
1286,literature__,education_,industries,2,627,3116
1287,lithography__,chemical_,industries,2,152,3116
1288,liver__,medical_,industries,5,725,3116
1289,load testing__,input_,technology,1,1224,3706
1290,local area networks__,networks_,technology,3,509,3706
1292,location based services__,geospatial_,technology,14,179,3706
1291,location__,geospatial_,technology,23,179,3706
1293,locks__,industrial equipment_,industries,3,98,3116
1294,logic design__,developers_,technology,2,541,3706
1295,logic programming__,developers_,technology,2,541,3706
1297,logistics data processing__,logistics_,business,3,32,806
1296,logistics__,logistics_,business,12,32,806
1298,long short-term memory__,networks_,technology,1,509,3706
1299,long term evolution__,telecommunication_,industries,5,912,3116
1300,loudspeakers__,audio_,technology,2,73,3706
1301,low power electronics__,device energy management_,displays,1,29,819
1302,low-pass filters__,sensors_,technology,1,235,3706
1303,low-power electronics__,networks_,technology,10,509,3706
1304,luminance__,graphics_,technology,8,950,3706
1305,lung__,medical_,industries,1,725,3116
1306,lyapunov functions__,data_,technology,1,654,3706
1307,lyapunov methods__,developers_,technology,1,541,3706
1308,machine design__,industrial equipment_,industries,13,98,3116
1309,machine learning__,artificial intelligence_,technology,22,771,3706
1310,machine tools__,industrial equipment_,industries,1,98,3116
1311,machinery__,industrial equipment_,industries,12,98,3116
1312,machining__,manufacturing_,industries,2,564,3116
1313,magnetic actuators__,industrial equipment_,industries,1,98,3116
1314,magnetic disc storage__,data_,technology,1,654,3706
1315,magnetic fields__,education_,industries,6,627,3116
1316,magnetic fluids__,medical_,industries,1,725,3116
1317,magnetic flux__,education_,industries,2,627,3116
1318,magnetic levitation__,engineering_,technology,2,229,3706
1319,magnetic resonance imaging__,medical_,industries,5,725,3116
1320,magnetic sensors__,human-computer interaction_,end users and user experience,3,998,1397
1321,magnetic variables measurement__,sensors_,technology,1,235,3706
1322,magnetization__,sensors_,technology,1,235,3706
1323,magneto-optical sensors__,sensors_,technology,1,235,3706
1324,magnetometers__,sensors_,technology,3,235,3706
1325,magnetorheology__,human-computer interaction_,end users and user experience,2,998,1397
1327,maintenance engineering__,manufacturing_,industries,51,564,3116
1326,maintenance__,manufacturing_,industries,19,564,3116
1328,mammals__,input_,technology,9,1224,3706
1329,man-machine systems__,human-computer interaction_,end users and user experience,26,998,1397
1330,manipulator dynamics__,robotics_,technology,3,398,3706
1331,manipulator kinematics__,robotics_,technology,1,398,3706
1332,manipulators__,industrial equipment_,industries,20,98,3116
1333,manned space flight__,aviation and aerospace_,industries,1,121,3116
1334,manufacture__,manufacturing_,industries,17,564,3116
1335,manufacturing data processing__,manufacturing_,industries,1,564,3116
1336,manufacturing industries__,manufacturing_,industries,5,564,3116
1337,manufacturing processes__,manufacturing_,industries,5,564,3116
1338,manufacturing systems__,manufacturing_,industries,6,564,3116
1339,mapping__,navigation_,use cases,43,178,1287
1340,maps__,navigation_,use cases,3,178,1287
1341,marine communication__,marine_,industries,1,14,3116
1342,marine education__,education_,industries,1,627,3116
1343,marine engineering__,marine_,industries,5,14,3116
1344,marine navigation__,marine_,industries,3,14,3116
1345,marine radar__,marine_,industries,1,14,3116
1347,marketing data processing__,sales and marketing_,business,3,114,806
1346,marketing__,sales and marketing_,business,14,114,806
1348,marking machines__,industrial equipment_,industries,1,98,3116
1349,markov processes__,artificial intelligence_,technology,9,771,3706
1350,mars__,aviation and aerospace_,industries,1,121,3116
1351,martian surface analysis__,aviation and aerospace_,industries,1,121,3116
1352,mass production__,manufacturing_,industries,1,564,3116
1353,mastication__,medical_,industries,1,725,3116
1354,matched filters__,input_,technology,1,1224,3706
1355,material interfaces__,manufacturing_,industries,4,564,3116
1356,material saturation__,chemical_,industries,1,152,3116
1358,materials handling__,manufacturing_,industries,1,564,3116
1359,materials science computing__,metals and mining_,industries,1,19,3116
1357,materials__,metals and mining_,industries,1,19,3116
1360,mathematical models__,developers_,technology,1,541,3706
1361,mathematical programming__,developers_,technology,2,541,3706
1362,mathematical techniques__,data_,technology,1,654,3706
1363,mathematical transformations__,data_,technology,1,654,3706
1364,mathematics computing__,engineering_,technology,21,229,3706
1365,matlab__,developers_,technology,2,541,3706
1366,matrix algebra__,artificial intelligence_,technology,16,771,3706
1367,matrix decomposition__,data_,technology,2,654,3706
1368,matrix multiplication__,data_,technology,2,654,3706
1369,maximum entropy methods__,artificial intelligence_,technology,1,771,3706
1371,mean square error methods__,artificial intelligence_,technology,4,771,3706
1370,mean square error__,data_,technology,2,654,3706
1373,measurement errors__,"inspection, safety and quality_",use cases,1,246,1287
1374,measurement uncertainty__,"inspection, safety and quality_",use cases,1,246,1287
1372,measurement__,"inspection, safety and quality_",use cases,4,246,1287
1376,mechanical engineering computing__,manufacturing_,industries,11,564,3116
1375,mechanical engineering__,engineering_,technology,1,229,3706
1377,mechanical failure__,"inspection, safety and quality_",use cases,1,246,1287
1378,mechanoception__,human factors_,end users and user experience,10,441,1397
1379,mechatronics__,internet of things_,technology,3,163,3706
1380,media streaming__,video_,technology,2,142,3706
1381,median filters__,computer vision_,technology,1,1005,3706
1382,medical administrative data processing__,medical_,industries,1,725,3116
1383,medical applications__,medical_,industries,5,725,3116
1384,medical computing__,medical_,industries,134,725,3116
1385,medical control systems__,medical_,industries,1,725,3116
1386,medical diagnostic computing__,medical_,industries,6,725,3116
1387,medical disorders__,medical_,industries,48,725,3116
1388,medical education__,medical_,industries,4,725,3116
1389,medical image processing__,medical_,industries,81,725,3116
1390,medical imaging__,medical_,industries,7,725,3116
1391,medical informatics__,medical_,industries,3,725,3116
1392,medical information systems__,medical_,industries,19,725,3116
1393,medical problems__,medical_,industries,1,725,3116
1394,medical robotics__,medical_,industries,35,725,3116
1395,medical signal detection__,medical_,industries,1,725,3116
1396,medical signal processing__,medical_,industries,32,725,3116
1397,medicine__,medical_,industries,5,725,3116
1398,memory architecture__,networks_,technology,2,509,3706
1399,mems__,semiconductors_,technology,2,234,3706
1400,mergers and acquisitions__,business planning and management_,business,1,172,806
1401,merging__,graphics_,technology,3,950,3706
1402,mesh generation__,graphics_,technology,13,950,3706
1403,message authentication__,security_,technology,6,97,3706
1404,message passing__,networks_,technology,1,509,3706
1405,metadata__,data_,technology,12,654,3706
1406,metal stamping__,metals and mining_,industries,1,19,3116
1407,metallurgy__,metals and mining_,industries,1,19,3116
1408,metals__,metals and mining_,industries,2,19,3116
1410,metalworking machines__,industrial equipment_,industries,1,98,3116
1409,metalworking__,metals and mining_,industries,1,19,3116
1411,metamaterials__,metals and mining_,industries,2,19,3116
1412,meteorology__,aviation and aerospace_,industries,1,121,3116
1413,mhealth__,medical_,industries,18,725,3116
1414,michelson interferometers__,optics_,displays,2,167,819
1415,micro satellites__,aviation and aerospace_,industries,1,121,3116
1416,micro-optics__,optics_,displays,1,167,819
1417,micro-optomechanical devices__,optics_,displays,1,167,819
1418,microcomputers__,developers_,technology,2,541,3706
1419,microcontrollers__,human-computer interaction_,end users and user experience,5,998,1397
1420,microdisplays__,display technology_,displays,6,247,819
1421,microelectromechanical devices__,semiconductors_,technology,2,234,3706
1422,microelectronics__,semiconductors_,technology,1,234,3706
1423,microfabrication__,manufacturing_,industries,1,564,3116
1424,microlenses__,optics_,displays,3,167,819
1425,micromechanical devices__,display technology_,displays,1,247,819
1426,micromirrors__,semiconductors_,technology,3,234,3706
1427,microorganisms__,education_,industries,3,627,3116
1428,microphone arrays__,input_,technology,1,1224,3706
1429,microphones__,input_,technology,4,1224,3706
1430,microprocessor chips__,semiconductors_,technology,7,234,3706
1431,microrobots__,robotics_,technology,1,398,3706
1432,microscopic examination__,education_,industries,1,627,3116
1433,microsensors__,sensors_,technology,2,235,3706
1434,microstrip antennas__,telecommunication_,industries,1,912,3116
1435,microwave propagation__,telecommunication_,industries,1,912,3116
1436,microwaves__,telecommunication_,industries,1,912,3116
1437,middleware__,developers_,technology,9,541,3706
1438,military aircraft__,government_,industries,1,31,3116
1439,military applications__,government_,industries,2,31,3116
1440,military communication__,government_,industries,1,31,3116
1441,military computing__,government_,industries,17,31,3116
1442,military equipment__,government_,industries,3,31,3116
1443,military rockets__,government_,industries,1,31,3116
1444,military vehicles__,automotive_,industries,1,149,3116
1445,millimeter wave devices__,telecommunication_,industries,1,912,3116
1446,millimeter waves__,telecommunication_,industries,10,912,3116
1447,millimetre wave communication__,telecommunication_,industries,5,912,3116
1448,millimetre wave propagation__,networks_,technology,2,509,3706
1449,millimetre wave radar__,sensors_,technology,1,235,3706
1451,milling machines__,manufacturing_,industries,1,564,3116
1450,milling__,manufacturing_,industries,2,564,3116
1452,mimo communication__,networks_,technology,2,509,3706
1453,mimo systems__,networks_,technology,5,509,3706
1454,mineral exploration__,metals and mining_,industries,1,19,3116
1455,mineralogy__,metals and mining_,industries,1,19,3116
1456,minerals__,metals and mining_,industries,1,19,3116
1457,minimisation__,device energy management_,displays,4,29,819
1458,mining__,metals and mining_,industries,2,19,3116
1459,mirrors__,optics_,displays,22,167,819
1460,mixing__,chemical_,industries,2,152,3116
1461,mobile ad hoc networks__,networks_,technology,2,509,3706
1462,mobile agents__,artificial intelligence_,technology,3,771,3706
1463,mobile antennas__,telecommunication_,industries,1,912,3116
1464,mobile cloud computing__,networks_,technology,3,509,3706
1465,mobile commerce__,sales and marketing_,business,4,114,806
1466,mobile communication__,telecommunication_,industries,4,912,3116
1467,mobile computing__,telecommunication_,industries,600,912,3116
1468,mobile handsets__,input_,technology,12,1224,3706
1469,mobile learning__,education_,industries,42,627,3116
1470,mobile radio__,telecommunication_,industries,14,912,3116
1471,mobile robots__,robotics_,technology,128,398,3706
1472,mobile telecommunication systems__,telecommunication_,industries,24,912,3116
1473,mobility management__,telecommunication_,industries,8,912,3116
1474,mocvd__,display technology_,displays,1,247,819
1475,modal analysis__,data_,technology,1,654,3706
1476,model predictive control__,medical_,industries,1,725,3116
1477,modeling languages__,developers_,technology,1,541,3706
1478,models__,data_,technology,3,654,3706
1479,modernization__,business performance metrics_,business,1,242,806
1480,modular robots__,robotics_,technology,1,398,3706
1481,modulation__,computer vision_,technology,4,1005,3706
1482,molecular biophysics__,medical_,industries,3,725,3116
1483,molecular configurations__,chemical_,industries,1,152,3116
1484,molecular graphics__,graphics_,technology,1,950,3706
1485,molecular orbitals__,chemical_,industries,1,152,3116
1486,molecular physics__,medical_,industries,6,725,3116
1487,molecular structure__,chemical_,industries,1,152,3116
1488,monitoring__,"inspection, safety and quality_",use cases,4,246,1287
1489,monte carlo methods__,artificial intelligence_,technology,7,771,3706
1490,moon__,aviation and aerospace_,industries,1,121,3116
1491,mos devices__,semiconductors_,technology,1,234,3706
1492,mos integrated circuits__,semiconductors_,technology,1,234,3706
1494,mosfet devices__,semiconductors_,technology,1,234,3706
1493,mosfet__,semiconductors_,technology,1,234,3706
1495,motion analysis__,input_,technology,8,1224,3706
1496,motion compensation__,artificial intelligence_,technology,6,771,3706
1497,motion control__,robotics_,technology,12,398,3706
1498,motion estimation__,computer vision_,technology,31,1005,3706
1499,motion measurement__,sensors_,technology,2,235,3706
1500,motion picture experts group standards__,standards_,standards,4,52,52
1501,motion pictures__,video_,technology,2,142,3706
1502,motion planning__,robotics_,technology,5,398,3706
1503,motion sensors__,sensors_,technology,1,235,3706
1504,motion tracking__,computer vision_,technology,2,1005,3706
1505,motivation__,business performance metrics_,business,17,242,806
1506,motor transportation__,transportation_,industries,3,131,3116
1507,moulding__,manufacturing_,industries,1,564,3116
1508,mouse controllers__,input_,technology,2,1224,3706
1509,multi-access systems__,security_,technology,1,97,3706
1510,multi-agent systems__,artificial intelligence_,technology,23,771,3706
1511,multi-robot systems__,robotics_,technology,8,398,3706
1512,multi-threading__,semiconductors_,technology,7,234,3706
1513,multicast communication__,networks_,technology,2,509,3706
1514,multicasting__,networks_,technology,1,509,3706
1515,multilayer neural networks__,artificial intelligence_,technology,1,771,3706
1516,multilayer perceptrons__,artificial intelligence_,technology,1,771,3706
1517,multilayers__,networks_,technology,1,509,3706
1518,multimedia communication__,telecommunication_,industries,8,912,3116
1519,multimedia computing__,education_,industries,29,627,3116
1520,multimedia services__,networks_,technology,3,509,3706
1521,multimedia signal processing__,semiconductors_,technology,4,234,3706
1522,multimedia systems__,developers_,technology,32,541,3706
1523,multipath channels__,telecommunication_,industries,1,912,3116
1524,multiple access interference__,security_,technology,2,97,3706
1525,multiplying circuits__,semiconductors_,technology,1,234,3706
1526,multiprocessing systems__,semiconductors_,technology,2,234,3706
1527,multiprotocol label switching__,networks_,technology,1,509,3706
1528,multipurpose robots__,robotics_,technology,3,398,3706
1529,multitasking__,human factors_,end users and user experience,3,441,1397
1530,muscle__,medical_,industries,13,725,3116
1531,musculoskeletal system__,medical_,industries,2,725,3116
1532,museums__,cultural heritage_,industries,71,122,3116
1533,music__,audio_,technology,13,73,3706
1534,musical instruments__,audio_,technology,5,73,3706
1535,nasa__,aviation and aerospace_,industries,6,121,3116
1536,national security__,government_,industries,1,31,3116
1537,natural language interfaces__,input_,technology,1,1224,3706
1539,natural language processing systems__,input_,technology,2,1224,3706
1538,natural language processing__,artificial intelligence_,technology,18,771,3706
1540,natural languages__,developers_,technology,2,541,3706
1541,natural radioactivity hazards__,"inspection, safety and quality_",use cases,1,246,1287
1543,natural resources exploration__,metals and mining_,industries,3,19,3116
1544,natural resources management__,farming and natural science_,industries,2,107,3116
1542,natural resources__,farming and natural science_,industries,1,107,3116
1545,natural scenes__,farming and natural science_,industries,2,107,3116
1547,natural sciences computing__,farming and natural science_,industries,2,107,3116
1546,natural sciences__,farming and natural science_,industries,2,107,3116
1548,naval engineering computing__,government_,industries,1,31,3116
1550,navigation systems__,navigation_,use cases,13,178,1287
1549,navigation__,navigation_,use cases,52,178,1287
1551,near infrared spectroscopy__,sensors_,technology,1,235,3706
1552,near-field communication__,telecommunication_,industries,1,912,3116
1553,nearest neighbor search__,artificial intelligence_,technology,2,771,3706
1554,needles__,medical_,industries,10,725,3116
1555,negative bias temperature instability__,"inspection, safety and quality_",use cases,1,246,1287
1556,nematic liquid crystals__,chemical_,industries,2,152,3116
1557,network architecture__,networks_,technology,13,509,3706
1558,network function virtualization__,networks_,technology,5,509,3706
1559,network interfaces__,networks_,technology,1,509,3706
1560,network layers__,networks_,technology,5,509,3706
1561,network management__,networks_,technology,1,509,3706
1562,network performance__,networks_,technology,2,509,3706
1563,network protocols__,networks_,technology,2,509,3706
1564,network security__,security_,technology,9,97,3706
1565,network servers__,networks_,technology,2,509,3706
1566,network-on-chip__,networks_,technology,1,509,3706
1567,neural net architecture__,artificial intelligence_,technology,2,771,3706
1568,neural networks__,artificial intelligence_,technology,90,771,3706
1569,neural prostheses__,medical_,industries,1,725,3116
1570,neurocontrollers__,medical_,industries,2,725,3116
1571,neurodegenerative diseases__,medical_,industries,4,725,3116
1572,neuromuscular rehabilitation__,medical_,industries,2,725,3116
1573,neurons__,medical_,industries,3,725,3116
1574,neurophysiology__,medical_,industries,55,725,3116
1575,neurosurgery__,medical_,industries,1,725,3116
1576,newsprint__,computer vision_,technology,1,1005,3706
1577,newton method__,data_,technology,1,654,3706
1578,next generation networks__,networks_,technology,6,509,3706
1579,noise abatement__,audio_,technology,1,73,3706
1580,noise pollution__,audio_,technology,1,73,3706
1581,nondestructive examination__,"inspection, safety and quality_",use cases,2,246,1287
1582,nondestructive testing__,"inspection, safety and quality_",use cases,1,246,1287
1583,nonlinear filters__,artificial intelligence_,technology,4,771,3706
1584,nonlinear optics__,optics_,displays,1,167,819
1585,nonlinear programming__,developers_,technology,9,541,3706
1586,nonlinear systems__,sensors_,technology,1,235,3706
1587,not labeled__,other_,other,17,178,17
1588,notebook computers__,input_,technology,2,1224,3706
1589,np-hard__,developers_,technology,1,541,3706
1590,nuclear energy__,power and energy_,industries,1,134,3116
1591,nuclear engineering computing__,power and energy_,industries,1,134,3116
1592,nuclear fuels__,power and energy_,industries,1,134,3116
1593,nuclear power plants__,power and energy_,industries,1,134,3116
1594,nuclear power stations__,power and energy_,industries,1,134,3116
1595,numerical analysis__,developers_,technology,2,541,3706
1596,numerical control__,manufacturing_,industries,2,564,3116
1597,nursing__,medical_,industries,1,725,3116
1598,nutrients__,farming and natural science_,industries,1,107,3116
1599,nutrition__,farming and natural science_,industries,1,107,3116
1600,object detection__,computer vision_,technology,137,1005,3706
1601,object recognition__,computer vision_,technology,75,1005,3706
1602,object tracking__,computer vision_,technology,82,1005,3706
1603,object-oriented databases__,developers_,technology,1,541,3706
1604,object-oriented methods__,developers_,technology,1,541,3706
1605,object-oriented programming__,developers_,technology,5,541,3706
1606,obsolescence__,business performance metrics_,business,1,242,806
1607,obstetrics__,medical_,industries,1,725,3116
1608,occupational health__,"inspection, safety and quality_",use cases,4,246,1287
1609,occupational risks__,"inspection, safety and quality_",use cases,2,246,1287
1610,occupational safety__,"inspection, safety and quality_",use cases,6,246,1287
1611,occupational stress__,"inspection, safety and quality_",use cases,2,246,1287
1612,octrees__,artificial intelligence_,technology,8,771,3706
1613,ofdm modulation__,networks_,technology,2,509,3706
1614,office automation__,business performance metrics_,business,1,242,806
1615,office buildings__,construction_,industries,4,112,3116
1616,offshore installations__,power and energy_,industries,1,134,3116
1617,omnidirectional antennas__,telecommunication_,industries,1,912,3116
1618,on-the-job training__,training_,use cases,1,633,1287
1619,online conferencing__,collaboration_,use cases,1,146,1287
1620,online front ends__,human-computer interaction_,end users and user experience,9,998,1397
1621,online systems__,telecommunication_,industries,4,912,3116
1622,ontology__,web services_,technology,17,77,3706
1623,open circuit voltage__,power and energy_,industries,1,134,3116
1624,open data__,data_,technology,1,654,3706
1625,open source software__,developers_,technology,12,541,3706
1626,open systems__,developers_,technology,15,541,3706
1627,operating systems__,developers_,technology,3,541,3706
1628,operational amplifiers__,"inspection, safety and quality_",use cases,2,246,1287
1629,ophthalmic lenses__,medical_,industries,1,725,3116
1630,ophthalmology__,medical_,industries,4,725,3116
1631,optical arrays__,optics_,displays,6,167,819
1632,optical beam splitters__,optics_,displays,2,167,819
1633,optical character recognition__,input_,technology,5,1224,3706
1634,optical collimators__,optics_,displays,2,167,819
1636,optical communication equipment__,telecommunication_,industries,1,912,3116
1635,optical communication__,telecommunication_,industries,6,912,3116
1637,optical computing__,optics_,displays,1,167,819
1638,optical correlation__,optics_,displays,1,167,819
1639,optical couplers__,optics_,displays,2,167,819
1640,optical data processing__,optics_,displays,4,167,819
1642,optical design techniques__,optics_,displays,4,167,819
1641,optical design__,optics_,displays,6,167,819
1643,optical diffusers__,optics_,displays,1,167,819
1644,optical distortion__,optics_,displays,2,167,819
1645,optical elements__,optics_,displays,2,167,819
1646,optical engineering computing__,optics_,displays,2,167,819
1647,optical fiber fabrication__,telecommunication_,industries,1,912,3116
1648,optical fibers__,telecommunication_,industries,1,912,3116
1649,optical fibre networks__,networks_,technology,1,509,3706
1650,optical films__,chemical_,industries,1,152,3116
1651,optical flows__,optics_,displays,5,167,819
1652,optical glass__,optics_,displays,2,167,819
1653,optical images__,graphics_,technology,3,950,3706
1654,optical information processing__,optics_,displays,1,167,819
1655,optical instrument lenses__,optics_,displays,2,167,819
1656,optical instruments__,optics_,displays,1,167,819
1657,optical lattices__,optics_,displays,1,167,819
1658,optical links__,optics_,displays,1,167,819
1659,optical metamaterials__,chemical_,industries,3,152,3116
1660,optical microscopes__,optics_,displays,1,167,819
1661,optical microscopy__,optics_,displays,2,167,819
1662,optical modulation__,optics_,displays,1,167,819
1663,optical multilayers__,optics_,displays,1,167,819
1664,optical projectors__,optics_,displays,23,167,819
1665,optical properties__,optics_,displays,1,167,819
1666,optical radar__,optics_,displays,10,167,819
1667,optical receivers__,optics_,displays,1,167,819
1668,optical resolving power__,optics_,displays,3,167,819
1669,optical retarders__,optics_,displays,1,167,819
1670,optical scanners__,optics_,displays,3,167,819
1671,optical sensors__,optics_,displays,8,167,819
1672,optical signal processing__,semiconductors_,technology,2,234,3706
1673,optical switches__,optics_,displays,3,167,819
